planet_name,default_flag,discovery_method,discovery_year,solution_type,pl_controv_flag,orbital_period_days,orbital_distance_au,planet_mass_earth,planet_mass_jupiter
Kepler-239 b,1,Transit,2014,Published Confirmed,0,11.763051,0.095,,
Kepler-239 c,1,Transit,2014,Published Confirmed,0,56.228098,0.268,,
Kepler-24 d,1,Transit,2014,Published Confirmed,0,4.244384,0.051,,
Kepler-24 e,1,Transit,2014,Published Confirmed,0,18.998355,0.138,,
Kepler-240 b,1,Transit,2014,Published Confirmed,0,4.144495,0.048,,
Kepler-240 c,1,Transit,2014,Published Confirmed,0,7.953528,0.074,,
Kepler-241 b,1,Transit,2014,Published Confirmed,0,12.718092,0.094,,
Kepler-241 c,1,Transit,2014,Published Confirmed,0,36.065978,0.189,,
Kepler-242 b,1,Transit,2014,Published Confirmed,0,8.20395,0.075,,
Kepler-242 c,1,Transit,2014,Published Confirmed,0,14.496481,0.109,,
Kepler-243 b,1,Transit,2014,Published Confirmed,0,5.715442,0.062,,
Kepler-243 c,1,Transit,2014,Published Confirmed,0,20.026218,0.142,,
Kepler-244 b,1,Transit,2014,Published Confirmed,0,4.311792,0.05,,
Kepler-244 c,1,Transit,2014,Published Confirmed,0,9.767292,0.087,,
Kepler-244 d,1,Transit,2014,Published Confirmed,0,20.050401,0.14,,
Kepler-245 b,1,Transit,2014,Published Confirmed,0,7.49019,0.071,,
Kepler-245 c,1,Transit,2014,Published Confirmed,0,17.460812,0.124,,
Kepler-245 d,1,Transit,2014,Published Confirmed,0,36.277108,0.202,,
Kepler-246 b,1,Transit,2014,Published Confirmed,0,4.60182,0.052,,
Kepler-246 c,1,Transit,2014,Published Confirmed,0,11.187161,0.095,,
Kepler-247 b,1,Transit,2014,Published Confirmed,0,3.33616,0.042,,
Kepler-247 c,1,Transit,2014,Published Confirmed,0,9.439452,0.084,,
Kepler-247 d,1,Transit,2014,Published Confirmed,0,20.477912,0.14,,
Kepler-248 b,1,Transit,2014,Published Confirmed,0,6.308205,0.066,,
Kepler-248 c,1,Transit,2014,Published Confirmed,0,16.239494,0.123,,
Kepler-249 b,1,Transit,2014,Published Confirmed,0,3.306539,0.035,,
Kepler-249 c,1,Transit,2014,Published Confirmed,0,7.113702,0.058,,
Kepler-249 d,1,Transit,2014,Published Confirmed,0,15.368459,0.097,,
Kepler-250 b,1,Transit,2014,Published Confirmed,0,4.148141,0.048,,
Kepler-250 c,1,Transit,2014,Published Confirmed,0,7.156804,0.069,,
Kepler-250 d,1,Transit,2014,Published Confirmed,0,17.648312,0.127,,
Kepler-251 b,1,Transit,2014,Published Confirmed,0,4.790936,0.053,,
Kepler-251 c,1,Transit,2014,Published Confirmed,0,16.514043,0.122,,
Kepler-251 d,1,Transit,2014,Published Confirmed,0,30.133001,0.182,,
Kepler-251 e,1,Transit,2014,Published Confirmed,0,99.640161,0.404,,
Kepler-252 b,1,Transit,2014,Published Confirmed,0,6.668391,0.058,,
Kepler-252 c,1,Transit,2014,Published Confirmed,0,10.848463,0.08,,
Kepler-253 b,1,Transit,2014,Published Confirmed,0,3.783986,0.046,,
Kepler-253 c,1,Transit,2014,Published Confirmed,0,10.281951,0.089,,
Kepler-253 d,1,Transit,2014,Published Confirmed,0,18.119869,0.13,,
Kepler-254 b,1,Transit,2014,Published Confirmed,0,5.826662,0.064,,
Kepler-254 c,1,Transit,2014,Published Confirmed,0,12.412183,0.105,,
Kepler-254 d,1,Transit,2014,Published Confirmed,0,18.746477,0.139,,
Kepler-255 b,1,Transit,2014,Published Confirmed,0,5.714606,0.063,,
Kepler-255 c,1,Transit,2014,Published Confirmed,0,9.946047,0.092,,
Kepler-256 b,1,Transit,2014,Published Confirmed,0,1.620493,0.027,,
Kepler-256 c,1,Transit,2014,Published Confirmed,0,3.38802,0.045,,
Kepler-256 d,1,Transit,2014,Published Confirmed,0,5.839172,0.064,,
Kepler-256 e,1,Transit,2014,Published Confirmed,0,10.681572,0.096,,
Kepler-257 b,1,Transit,2014,Published Confirmed,0,2.382667,0.034,,
Kepler-257 c,1,Transit,2014,Published Confirmed,0,6.581484,0.066,,
Kepler-257 d,1,Transit,2014,Published Confirmed,0,24.664551,0.16,,
Kepler-258 b,1,Transit,2014,Published Confirmed,0,13.19722,0.103,,
Kepler-258 c,1,Transit,2014,Published Confirmed,0,33.653079,0.193,,
Kepler-259 b,1,Transit,2014,Published Confirmed,0,8.115317,0.079,,
Kepler-259 c,1,Transit,2014,Published Confirmed,0,36.924931,0.217,,
Kepler-26 d,1,Transit,2014,Published Confirmed,0,3.543919,0.039,,
Kepler-26 e,1,Transit,2014,Published Confirmed,0,46.827915,0.22,,
Kepler-260 b,1,Transit,2014,Published Confirmed,0,8.187399,0.075,,
Kepler-260 c,1,Transit,2014,Published Confirmed,0,76.050178,0.332,,
Kepler-261 b,1,Transit,2014,Published Confirmed,0,10.381227,0.088,,
Kepler-261 c,1,Transit,2014,Published Confirmed,0,24.570858,0.156,,
Kepler-262 b,1,Transit,2014,Published Confirmed,0,13.060855,0.108,,
Kepler-262 c,1,Transit,2014,Published Confirmed,0,21.853722,0.152,,
Kepler-263 b,1,Transit,2014,Published Confirmed,0,16.568087,0.12,,
Kepler-263 c,1,Transit,2014,Published Confirmed,0,47.332773,0.242,,
Kepler-264 b,1,Transit,2014,Published Confirmed,0,40.806231,0.249,,
Kepler-264 c,1,Transit,2014,Published Confirmed,0,140.101261,0.566,,
Kepler-265 b,1,Transit,2014,Published Confirmed,0,6.846262,0.069,,
Kepler-265 c,1,Transit,2014,Published Confirmed,0,17.028937,0.127,,
Kepler-265 d,1,Transit,2014,Published Confirmed,0,43.130617,0.236,,
Kepler-265 e,1,Transit,2014,Published Confirmed,0,67.831024,0.319,,
Kepler-266 b,1,Transit,2014,Published Confirmed,0,6.61833,0.071,,
Kepler-266 c,1,Transit,2014,Published Confirmed,0,107.723601,0.457,,
Kepler-267 b,1,Transit,2014,Published Confirmed,0,3.353728,0.037,,
Kepler-267 c,1,Transit,2014,Published Confirmed,0,6.87745,0.06,,
Kepler-267 d,1,Transit,2014,Published Confirmed,0,28.464515,0.154,,
Kepler-268 b,1,Transit,2014,Published Confirmed,0,25.934138,0.18,,
Kepler-268 c,1,Transit,2014,Published Confirmed,0,83.446393,0.391,,
Kepler-269 b,1,Transit,2014,Published Confirmed,0,5.326718,0.061,,
Kepler-269 c,1,Transit,2014,Published Confirmed,0,8.127899,0.081,,
Kepler-27 b,1,Transit,2011,Published Confirmed,0,15.3348,0.118,2895.31,9.11
Kepler-27 c,1,Transit,2011,Published Confirmed,0,31.3309,0.191,4385.87,13.8
Kepler-270 b,1,Transit,2014,Published Confirmed,0,11.476094,0.107,,
Kepler-270 c,1,Transit,2014,Published Confirmed,0,25.262887,0.18,,
Kepler-272 b,1,Transit,2014,Published Confirmed,0,2.971353,0.038,,
Kepler-272 c,1,Transit,2014,Published Confirmed,0,6.057342,0.061,,
Kepler-272 d,1,Transit,2014,Published Confirmed,0,10.937304,0.091,,
Kepler-273 b,1,Transit,2014,Published Confirmed,0,2.936532,0.037,,
Kepler-273 c,1,Transit,2014,Published Confirmed,0,8.014927,0.073,,
Kepler-274 b,1,Transit,2014,Published Confirmed,0,11.634788,0.101,,
Kepler-274 c,1,Transit,2014,Published Confirmed,0,33.197861,0.204,,
Kepler-275 b,1,Transit,2014,Published Confirmed,0,10.300682,0.098,,
Kepler-275 c,1,Transit,2014,Published Confirmed,0,16.088134,0.132,,
Kepler-275 d,1,Transit,2014,Published Confirmed,0,35.676062,0.224,,
Kepler-276 b,1,Transit,2014,Published Confirmed,0,14.12841,0.119,,
Kepler-278 b,1,Transit,2014,Published Confirmed,0,30.1556,0.202,56.0,0.1761957
Kepler-278 c,1,Transit,2014,Published Confirmed,0,51.111,0.287,34.9,0.10980768
Kepler-279 b,1,Transit,2014,Published Confirmed,0,12.309681,0.112,,
Kepler-280 b,1,Transit,2014,Published Confirmed,0,2.139542,0.032,,
Kepler-280 c,1,Transit,2014,Published Confirmed,0,4.807091,0.056,,
Kepler-281 b,1,Transit,2014,Published Confirmed,0,14.646008,0.117,,
Kepler-281 c,1,Transit,2014,Published Confirmed,0,36.337373,0.215,,
Kepler-282 b,1,Transit,2014,Published Confirmed,0,9.220524,0.082,,
Kepler-282 c,1,Transit,2014,Published Confirmed,0,13.638723,0.106,,
Kepler-283 b,1,Transit,2014,Published Confirmed,0,11.008151,0.082,,
Kepler-283 c,1,Transit,2014,Published Confirmed,0,92.743711,0.341,,
Kepler-284 b,1,Transit,2014,Published Confirmed,0,12.699149,0.104,,
Kepler-284 c,1,Transit,2014,Published Confirmed,0,37.514456,0.213,,
Kepler-285 b,1,Transit,2014,Published Confirmed,0,2.633867,0.036,,
Kepler-285 c,1,Transit,2014,Published Confirmed,0,6.186676,0.064,,
Kepler-286 b,1,Transit,2014,Published Confirmed,0,1.796302,0.027,,
Kepler-286 c,1,Transit,2014,Published Confirmed,0,3.468095,0.042,,
Kepler-286 d,1,Transit,2014,Published Confirmed,0,5.914323,0.061,,
Kepler-286 e,1,Transit,2014,Published Confirmed,0,29.221289,0.176,,
Kepler-287 b,1,Transit,2014,Published Confirmed,0,20.342199,0.145,,
Kepler-287 c,1,Transit,2014,Published Confirmed,0,44.851896,0.246,,
Kepler-288 b,1,Transit,2014,Published Confirmed,0,6.097326,0.065,,
Kepler-288 c,1,Transit,2014,Published Confirmed,0,19.305772,0.14,,
Kepler-288 d,1,Transit,2014,Published Confirmed,0,56.633742,0.287,,
Kepler-290 b,1,Transit,2014,Published Confirmed,0,14.589347,0.11,,
Kepler-290 c,1,Transit,2014,Published Confirmed,0,36.77031,0.205,,
Kepler-291 b,1,Transit,2014,Published Confirmed,0,3.546511,0.047,,
Kepler-291 c,1,Transit,2014,Published Confirmed,0,5.700786,0.065,,
Kepler-292 b,1,Transit,2014,Published Confirmed,0,2.580827,0.035,,
Kepler-292 c,1,Transit,2014,Published Confirmed,0,3.715335,0.045,,
Kepler-292 d,1,Transit,2014,Published Confirmed,0,7.055679,0.068,,
Kepler-292 e,1,Transit,2014,Published Confirmed,0,11.97901,0.097,,
Kepler-292 f,1,Transit,2014,Published Confirmed,0,20.834237,0.141,,
Kepler-293 b,1,Transit,2014,Published Confirmed,0,19.254196,0.144,,
Kepler-293 c,1,Transit,2014,Published Confirmed,0,54.155743,0.286,,
Kepler-294 b,1,Transit,2014,Published Confirmed,0,3.701212,0.048,,
Kepler-294 c,1,Transit,2014,Published Confirmed,0,6.6264,0.071,,
Kepler-295 b,1,Transit,2014,Published Confirmed,0,12.645164,0.099,,
Kepler-295 c,1,Transit,2014,Published Confirmed,0,21.526258,0.142,,
Kepler-295 d,1,Transit,2014,Published Confirmed,0,33.884054,0.192,,
Kepler-296 b,1,Transit,2014,Published Confirmed,0,10.864384,0.079,,
Kepler-296 c,1,Transit,2014,Published Confirmed,0,5.8416366,0.0521,,
Kepler-296 d,1,Transit,2014,Published Confirmed,0,19.850291,0.118,,
Kepler-296 e,1,Transit,2014,Published Confirmed,0,34.14211,0.169,,
Kepler-296 f,1,Transit,2014,Published Confirmed,0,63.33627,0.255,,
Kepler-297 b,1,Transit,2014,Published Confirmed,0,38.871826,0.217,,
Kepler-297 c,1,Transit,2014,Published Confirmed,0,74.920137,0.336,,
Kepler-298 b,1,Transit,2014,Published Confirmed,0,10.475464,0.08,,
Kepler-298 c,1,Transit,2014,Published Confirmed,0,22.92881,0.136,,
Kepler-298 d,1,Transit,2014,Published Confirmed,0,77.473633,0.305,,
Kepler-299 b,1,Transit,2014,Published Confirmed,0,2.927128,0.04,,
Kepler-299 c,1,Transit,2014,Published Confirmed,0,6.885875,0.07,,
Kepler-299 d,1,Transit,2014,Published Confirmed,0,15.054786,0.118,,
Kepler-299 e,1,Transit,2014,Published Confirmed,0,38.285489,0.22,,
Kepler-30 b,1,Transit,2012,Published Confirmed,0,29.33434,0.18,11.3,0.036
Kepler-30 c,1,Transit,2012,Published Confirmed,0,60.323105,0.3,640.0,2.01
Kepler-30 d,1,Transit,2012,Published Confirmed,0,143.34394,0.5,23.1,0.073
Kepler-300 b,1,Transit,2014,Published Confirmed,0,10.446347,0.094,,
Kepler-300 c,1,Transit,2014,Published Confirmed,0,40.714955,0.232,,
Kepler-301 b,1,Transit,2014,Published Confirmed,0,2.508553,0.036,,
Kepler-301 c,1,Transit,2014,Published Confirmed,0,5.419026,0.06,,
Kepler-301 d,1,Transit,2014,Published Confirmed,0,13.751243,0.112,,
Kepler-302 b,1,Transit,2014,Published Confirmed,0,30.184104,0.193,,
Kepler-302 c,1,Transit,2014,Published Confirmed,0,127.282184,0.503,,
Kepler-303 b,1,Transit,2014,Published Confirmed,0,1.937055,0.024,,
Kepler-303 c,1,Transit,2014,Published Confirmed,0,7.061149,0.057,,
Kepler-304 b,1,Transit,2014,Published Confirmed,0,3.295709,0.039,,
Kepler-304 c,1,Transit,2014,Published Confirmed,0,5.315946,0.054,,
Kepler-304 d,1,Transit,2014,Published Confirmed,0,9.653471,0.08,,
Kepler-306 b,1,Transit,2014,Published Confirmed,0,4.646186,0.05,,
Kepler-306 c,1,Transit,2014,Published Confirmed,0,7.240193,0.067,,
Kepler-306 d,1,Transit,2014,Published Confirmed,0,17.326644,0.12,,
Kepler-306 e,1,Transit,2014,Published Confirmed,0,44.840975,0.227,,
Kepler-308 b,1,Transit,2014,Published Confirmed,0,9.694928,0.09,,
Kepler-308 c,1,Transit,2014,Published Confirmed,0,15.38231,0.123,,
Kepler-309 b,1,Transit,2014,Published Confirmed,0,5.923653,0.059,,
Kepler-309 c,1,Transit,2014,Published Confirmed,0,105.356383,0.401,,
Kepler-31 b,1,Transit,2011,Published Confirmed,0,20.8613,0.16,,
Kepler-31 c,1,Transit,2011,Published Confirmed,0,42.6318,0.26,1493.7,4.7
Kepler-31 d,1,Transit,2014,Published Confirmed,0,87.6451,0.4,2161.244,6.8
Kepler-310 b,1,Transit,2014,Published Confirmed,0,13.930698,0.111,,
Kepler-310 c,1,Transit,2014,Published Confirmed,0,56.47542,0.281,,
Kepler-310 d,1,Transit,2014,Published Confirmed,0,92.876125,0.392,,
Kepler-311 b,1,Transit,2014,Published Confirmed,0,9.176092,0.087,,
Kepler-311 c,1,Transit,2014,Published Confirmed,0,19.738286,0.145,,
Kepler-312 b,1,Transit,2014,Published Confirmed,0,1.772419,0.031,,
Kepler-312 c,1,Transit,2014,Published Confirmed,0,19.747412,0.153,,
Kepler-313 b,1,Transit,2014,Published Confirmed,0,14.970418,0.125,,
Kepler-313 c,1,Transit,2014,Published Confirmed,0,32.273273,0.208,,
Kepler-314 b,1,Transit,2014,Published Confirmed,0,2.461069,0.035,,
Kepler-314 c,1,Transit,2014,Published Confirmed,0,5.960392,0.064,,
Kepler-315 b,1,Transit,2014,Published Confirmed,0,96.101141,0.402,,
Kepler-315 c,1,Transit,2014,Published Confirmed,0,265.469335,0.791,,
Kepler-316 b,1,Transit,2014,Published Confirmed,0,2.240508,0.027,,
Kepler-316 c,1,Transit,2014,Published Confirmed,0,6.827766,0.058,,
Kepler-317 b,1,Transit,2014,Published Confirmed,0,5.524242,0.061,,
Kepler-317 c,1,Transit,2014,Published Confirmed,0,8.77501,0.083,,
Kepler-318 b,1,Transit,2014,Published Confirmed,0,4.662715,0.056,,
Kepler-318 c,1,Transit,2014,Published Confirmed,0,11.815007,0.105,,
Kepler-319 b,1,Transit,2014,Published Confirmed,0,4.362705,0.051,,
Kepler-319 c,1,Transit,2014,Published Confirmed,0,6.941357,0.069,,
Kepler-319 d,1,Transit,2014,Published Confirmed,0,31.781925,0.191,,
Kepler-32 b,1,Transit,2011,Published Confirmed,0,5.90124,0.05,1303.0,4.1
Kepler-32 c,1,Transit,2011,Published Confirmed,0,8.7522,0.09,158.9,0.5
Kepler-32 d,1,Transit,2012,Published Confirmed,0,22.7802,0.13,,
Kepler-32 e,1,Transit,2012,Published Confirmed,0,2.896,0.033,,
Kepler-32 f,1,Transit,2012,Published Confirmed,0,0.74296,0.013,,
Kepler-320 b,1,Transit,2014,Published Confirmed,0,8.371554,0.085,,
Kepler-320 c,1,Transit,2014,Published Confirmed,0,17.934937,0.142,,
Kepler-321 b,1,Transit,2014,Published Confirmed,0,4.915379,0.057,,
Kepler-321 c,1,Transit,2014,Published Confirmed,0,13.093921,0.11,,
Kepler-322 b,1,Transit,2014,Published Confirmed,0,1.653888,0.027,,
Kepler-322 c,1,Transit,2014,Published Confirmed,0,4.337234,0.051,,
Kepler-323 b,1,Transit,2014,Published Confirmed,0,1.678328,0.02778,3.9,0.01227077
Kepler-323 c,1,Transit,2014,Published Confirmed,0,3.5538229,0.0458,6.8,0.02139519
Kepler-324 b,1,Transit,2014,Published Confirmed,0,4.385315,0.05,,
Kepler-324 c,1,Transit,2014,Published Confirmed,0,51.805612,0.26,,
Kepler-325 b,1,Transit,2014,Published Confirmed,0,4.544439,0.053,,
Kepler-325 c,1,Transit,2014,Published Confirmed,0,12.762172,0.105,,
Kepler-325 d,1,Transit,2014,Published Confirmed,0,38.715185,0.22,,
Kepler-326 b,1,Transit,2014,Published Confirmed,0,2.248329,0.032,,
Kepler-326 c,1,Transit,2014,Published Confirmed,0,4.580358,0.051,,
Kepler-326 d,1,Transit,2014,Published Confirmed,0,6.766888,0.066,,
Kepler-327 b,1,Transit,2014,Published Confirmed,0,2.549575,0.029,,
Kepler-327 c,1,Transit,2014,Published Confirmed,0,5.212333,0.047,,
Kepler-327 d,1,Transit,2014,Published Confirmed,0,13.969457,0.09,,
Kepler-329 b,1,Transit,2014,Published Confirmed,0,7.416397,0.061,,
Kepler-329 c,1,Transit,2014,Published Confirmed,0,18.684737,0.113,,
Kepler-33 b,1,Transit,2011,Published Confirmed,0,5.66793,0.0677,,
Kepler-33 c,1,Transit,2011,Published Confirmed,0,13.17562,0.1189,,
Kepler-33 d,1,Transit,2011,Published Confirmed,0,21.77596,0.1662,,
Kepler-33 e,1,Transit,2011,Published Confirmed,0,31.7844,0.2138,,
Kepler-33 f,1,Transit,2011,Published Confirmed,0,41.02902,0.2535,,
Kepler-330 b,1,Transit,2014,Published Confirmed,0,8.25978,0.075,,
Kepler-330 c,1,Transit,2014,Published Confirmed,0,15.955387,0.116,,
Kepler-331 b,1,Transit,2014,Published Confirmed,0,8.457496,0.065,,
Kepler-331 c,1,Transit,2014,Published Confirmed,0,17.28111,0.105,,
Kepler-331 d,1,Transit,2014,Published Confirmed,0,32.134328,0.159,,
Kepler-332 b,1,Transit,2014,Published Confirmed,0,7.626324,0.07,,
Kepler-332 c,1,Transit,2014,Published Confirmed,0,15.995622,0.114,,
Kepler-332 d,1,Transit,2014,Published Confirmed,0,34.21154,0.189,,
Kepler-333 b,1,Transit,2014,Published Confirmed,0,12.551158,0.087,,
Kepler-333 c,1,Transit,2014,Published Confirmed,0,24.08821,0.135,,
Kepler-334 b,1,Transit,2014,Published Confirmed,0,5.470319,0.061,,
Kepler-334 c,1,Transit,2014,Published Confirmed,0,12.758005,0.107,,
Kepler-334 d,1,Transit,2014,Published Confirmed,0,25.09849,0.168,,
Kepler-335 b,1,Transit,2014,Published Confirmed,0,6.562331,0.075,,
Kepler-335 c,1,Transit,2014,Published Confirmed,0,67.844469,0.356,,
Kepler-336 b,1,Transit,2014,Published Confirmed,0,2.024823,0.033,,
Kepler-336 c,1,Transit,2014,Published Confirmed,0,9.600001,0.092,,
Kepler-336 d,1,Transit,2014,Published Confirmed,0,20.678772,0.154,,
Kepler-337 b,1,Transit,2014,Published Confirmed,0,3.292781,0.045,,
Kepler-337 c,1,Transit,2014,Published Confirmed,0,9.693201,0.093,,
Kepler-338 b,1,Transit,2014,Published Confirmed,0,13.726976,0.117,,
Kepler-338 c,1,Transit,2014,Published Confirmed,0,24.310856,0.172,,
Kepler-338 d,1,Transit,2014,Published Confirmed,0,44.431014,0.257,,
Kepler-339 b,1,Transit,2014,Published Confirmed,0,4.977656,0.055,,
Kepler-339 c,1,Transit,2014,Published Confirmed,0,6.988055,0.069,,
Kepler-339 d,1,Transit,2014,Published Confirmed,0,10.558345,0.091,,
Kepler-34 b,1,Transit,2011,Published Confirmed,0,288.822,1.0896,69.92,0.22
Kepler-340 b,1,Transit,2014,Published Confirmed,0,14.844387,0.134,,
Kepler-340 c,1,Transit,2014,Published Confirmed,0,22.824669,0.178,,
Kepler-341 b,1,Transit,2014,Published Confirmed,0,5.195528,0.06,,
Kepler-341 c,1,Transit,2014,Published Confirmed,0,8.01041,0.08,,
Kepler-341 d,1,Transit,2014,Published Confirmed,0,27.666313,0.182,,
Kepler-341 e,1,Transit,2014,Published Confirmed,0,42.473269,0.242,,
Kepler-342 b,1,Transit,2014,Published Confirmed,0,15.170318,0.128,,
Kepler-342 c,1,Transit,2014,Published Confirmed,0,26.234138,0.185,,
Kepler-342 d,1,Transit,2014,Published Confirmed,0,39.459357,0.242,,
Kepler-343 b,1,Transit,2014,Published Confirmed,0,8.96855,0.088,,
Kepler-343 c,1,Transit,2014,Published Confirmed,0,23.22182,0.167,,
Kepler-344 b,1,Transit,2014,Published Confirmed,0,21.963945,0.153,,
Kepler-344 c,1,Transit,2014,Published Confirmed,0,125.596809,0.488,,
Kepler-345 b,1,Transit,2014,Published Confirmed,0,7.415563,0.066,,
Kepler-345 c,1,Transit,2014,Published Confirmed,0,9.387427,0.077,,
Kepler-346 b,1,Transit,2014,Published Confirmed,0,6.511127,0.071,,
Kepler-346 c,1,Transit,2014,Published Confirmed,0,23.851549,0.168,,
Kepler-347 b,1,Transit,2014,Published Confirmed,0,12.79836,0.11,,
Kepler-347 c,1,Transit,2014,Published Confirmed,0,27.320871,0.183,,
Kepler-348 b,1,Transit,2014,Published Confirmed,0,7.05677,0.076,,
Kepler-348 c,1,Transit,2014,Published Confirmed,0,17.265427,0.138,,
Kepler-349 b,1,Transit,2014,Published Confirmed,0,5.929778,0.065,,
Kepler-349 c,1,Transit,2014,Published Confirmed,0,12.247629,0.105,,
Kepler-35 b,1,Transit,2011,Published Confirmed,0,131.458,0.60347,40.363,0.127
Kepler-350 b,1,Transit,2014,Published Confirmed,0,11.189562,0.104,,
Kepler-351 b,1,Transit,2014,Published Confirmed,0,37.054919,0.214,,
Kepler-351 c,1,Transit,2014,Published Confirmed,0,57.24809,0.287,,
Kepler-352 b,1,Transit,2014,Published Confirmed,0,10.05537,0.085,,
Kepler-352 c,1,Transit,2014,Published Confirmed,0,16.332995,0.118,,
Kepler-353 b,1,Transit,2014,Published Confirmed,0,5.795278,0.051,,
Kepler-353 c,1,Transit,2014,Published Confirmed,0,8.410894,0.065,,
Kepler-354 b,1,Transit,2014,Published Confirmed,0,5.47666,0.054,,
Kepler-354 c,1,Transit,2014,Published Confirmed,0,16.934402,0.115,,
Kepler-354 d,1,Transit,2014,Published Confirmed,0,24.209842,0.146,,
Kepler-355 b,1,Transit,2014,Published Confirmed,0,11.03189,0.102,,
Kepler-355 c,1,Transit,2014,Published Confirmed,0,25.762294,0.179,,
Kepler-356 b,1,Transit,2014,Published Confirmed,0,4.612696,0.057,,
Kepler-356 c,1,Transit,2014,Published Confirmed,0,13.121632,0.115,,
Kepler-357 b,1,Transit,2014,Published Confirmed,0,6.475434,0.063,,
Kepler-357 c,1,Transit,2014,Published Confirmed,0,16.85837,0.12,,
Kepler-357 d,1,Transit,2014,Published Confirmed,0,49.499875,0.246,,
Kepler-358 b,1,Transit,2014,Published Confirmed,0,34.060467,0.21,,
Kepler-358 c,1,Transit,2014,Published Confirmed,0,83.488369,0.381,,
Kepler-359 b,1,Transit,2014,Published Confirmed,0,25.563222,0.178,,
Kepler-359 c,1,Transit,2014,Published Confirmed,0,57.68802,0.307,,
Kepler-359 d,1,Transit,2014,Published Confirmed,0,77.095691,0.372,,
Kepler-360 b,1,Transit,2014,Published Confirmed,0,3.289672,0.044,,
Kepler-360 c,1,Transit,2014,Published Confirmed,0,7.186434,0.075,,
Kepler-361 b,1,Transit,2014,Published Confirmed,0,8.486616,0.086,,
Kepler-361 c,1,Transit,2014,Published Confirmed,0,55.188023,0.3,,
Kepler-362 b,1,Transit,2014,Published Confirmed,0,10.327186,0.087,,
Kepler-362 c,1,Transit,2014,Published Confirmed,0,37.866281,0.207,,
Kepler-363 b,1,Transit,2014,Published Confirmed,0,3.614568,0.048,,
Kepler-363 c,1,Transit,2014,Published Confirmed,0,7.542427,0.079,,
Kepler-363 d,1,Transit,2014,Published Confirmed,0,11.932125,0.107,,
Kepler-364 b,1,Transit,2014,Published Confirmed,0,25.745718,0.178,,
